EJERCICIO,NRO_CANCE,ESTADO,FECHA_ANULA,COD_PROV,TIPO_CANCE,OBSERVACIONES,USUARIO,FECHA_ALTA
2026,325,N,,3430,P,,GTEVEZ,2026-01-27 08:54:08
2026,322,N,,1754,A,,GTEVEZ,2026-01-27 08:50:12
2026,329,N,,50072,P,,GTEVEZ,2026-01-27 10:29:46
2026,324,N,,50929,P,,GTEVEZ,2026-01-27 08:53:03
2026,761,N,,441,A,,CDOPAZO,2026-03-04 11:36:28
2026,326,N,,688,A,,GTEVEZ,2026-01-27 09:01:44
2026,762,N,,441,A,,CDOPAZO,2026-03-04 11:38:11
2026,771,N,,50015,P,,SLEIVA,2026-03-05 08:23:59
2026,778,N,,50328,P,,SLEIVA,2026-03-05 09:22:28
2026,770,N,,50020,P,,SLEIVA,2026-03-05 08:20:49
2026,776,N,,50362,P,,SLEIVA,2026-03-05 09:14:15
2026,772,N,,125,P,,SLEIVA,2026-03-05 08:27:59
2026,780,N,,50129,P,,SLEIVA,2026-03-05 09:25:19
2026,777,N,,479,P,,SLEIVA,2026-03-05 09:16:00
2026,783,N,,1876,P,,CDOPAZO,2026-03-05 10:49:00
2026,779,N,,50100,P,,SLEIVA,2026-03-05 09:23:46
2026,782,N,,3184,A,,CDOPAZO,2026-03-05 10:47:04
2026,785,N,,2337,P,,SLEIVA,2026-03-05 11:21:33
2026,788,N,,1825,P,,GTEVEZ,2026-03-06 08:26:02
2026,784,N,,2988,P,,SLEIVA,2026-03-05 11:19:20
2026,790,N,,1864,P,,GTEVEZ,2026-03-06 08:28:41
2026,787,N,,50003,P,,SLEIVA,2026-03-05 12:52:21
2026,792,N,,3240,P,,GTEVEZ,2026-03-06 08:30:32
2026,789,N,,3338,P,,GTEVEZ,2026-03-06 08:27:45
2026,794,N,,3228,P,,GTEVEZ,2026-03-06 08:34:58
2026,791,N,,2032,P,,GTEVEZ,2026-03-06 08:29:38
2026,796,N,,3033,P,,GTEVEZ,2026-03-06 08:38:23
2026,793,N,,2812,P,,GTEVEZ,2026-03-06 08:31:25
2026,798,N,,3438,P,,GTEVEZ,2026-03-06 08:41:41
2026,795,N,,3492,P,,GTEVEZ,2026-03-06 08:36:32
2026,800,N,,1825,P,,GTEVEZ,2026-03-06 08:43:34
2026,797,N,,3453,P,,GTEVEZ,2026-03-06 08:40:11
2026,802,N,,3034,P,,GTEVEZ,2026-03-06 08:45:26
2026,799,N,,3455,P,,GTEVEZ,2026-03-06 08:42:28
2026,804,N,,3361,P,,GTEVEZ,2026-03-06 08:47:39
2026,801,N,,3440,P,,GTEVEZ,2026-03-06 08:44:41
2026,806,N,,2473,P,,GTEVEZ,2026-03-06 08:50:00
2026,803,N,,2704,P,,GTEVEZ,2026-03-06 08:46:42
2026,808,N,,2498,P,,GTEVEZ,2026-03-06 09:54:40
2026,805,N,,3027,P,,GTEVEZ,2026-03-06 08:48:48
2026,810,N,,3470,P,,GTEVEZ,2026-03-06 11:37:38
2026,807,N,,3220,P,,GTEVEZ,2026-03-06 09:52:44
2026,812,N,,1334,P,,GTEVEZ,2026-03-06 12:25:53
2026,809,N,,2991,P,,GTEVEZ,2026-03-06 11:04:17
2026,814,N,,68,A,,GTEVEZ,2026-03-09 08:54:10
2026,811,N,,3439,P,,GTEVEZ,2026-03-06 11:39:17
2026,816,N,,428,A,,GTEVEZ,2026-03-09 08:58:12
2026,813,N,,50003,P,,GTEVEZ,2026-03-09 08:51:20
2026,818,N,,171,A,,GTEVEZ,2026-03-09 09:09:12
2026,815,N,,2804,A,,GTEVEZ,2026-03-09 08:56:31
2026,820,N,,3398,P,,GTEVEZ,2026-03-09 09:12:24
2026,817,N,,2998,A,,GTEVEZ,2026-03-09 09:00:46
2026,824,N,,1943,A,,GTEVEZ,2026-03-09 09:18:29
2026,819,N,,3180,P,,GTEVEZ,2026-03-09 09:11:17
2026,821,N,,50014,P,,SLEIVA,2026-03-09 09:15:02
2026,828,N,,50551,P,,SLEIVA,2026-03-09 09:27:35
2026,822,N,,2883,P,,GTEVEZ,2026-03-09 09:15:08
2026,830,N,,50553,P,,SLEIVA,2026-03-09 09:30:01
2026,826,A,2026-03-09 00:00:00,2110,A,,GTEVEZ,2026-03-09 09:20:29
2026,834,N,,3003,A,,SLEIVA,2026-03-09 09:50:53
2026,829,N,,50053,P,,SLEIVA,2026-03-09 09:28:50
2026,837,N,,2110,P,,SLEIVA,2026-03-09 11:02:32
2026,831,N,,50036,P,,SLEIVA,2026-03-09 09:31:55
2026,836,N,,2110,P,,GTEVEZ,2026-03-09 11:01:43
2026,835,N,,50126,P,,SLEIVA,2026-03-09 10:16:17
2026,839,N,,2228,P,,SLEIVA,2026-03-09 11:14:28
2026,838,N,,1879,P,,SLEIVA,2026-03-09 11:11:25
2026,847,N,,2157,A,,CDOPAZO,2026-03-10 09:39:15
2026,55,N,,3453,A,,SLEIVA,2026-01-08 08:10:58
2026,57,N,,703,A,,SLEIVA,2026-01-08 08:13:19
2026,56,N,,3439,A,,SLEIVA,2026-01-08 08:12:30
2026,59,N,,3492,A,,SLEIVA,2026-01-08 09:08:31
2026,73,N,,3184,A,,CDOPAZO,2026-01-09 08:50:34
2026,58,N,,68,A,,SLEIVA,2026-01-08 08:15:43
2026,61,N,,50031,P,,SLEIVA,2026-01-08 09:21:49
2026,60,N,,3514,A,,SLEIVA,2026-01-08 09:12:44
2026,75,N,,2808,A,,CDOPAZO,2026-01-09 09:14:14
2026,62,N,,3516,A,,SLEIVA,2026-01-08 09:26:01
2026,111,N,,50023,P,,RMENDEZ,2026-01-14 08:40:54
2026,74,N,,771,A,,CDOPAZO,2026-01-09 09:01:56
2026,85,N,,3509,P,,RMENDEZ,2026-01-09 12:49:12
2026,76,N,,3251,A,,CDOPAZO,2026-01-09 11:11:28
2026,109,N,,50087,P,,RMENDEZ,2026-01-14 08:39:31
2026,151,N,,160,A,,CDOPAZO,2026-01-15 10:48:37
2026,150,N,,3297,A,,CDOPAZO,2026-01-15 10:46:20
2026,142,N,,167,A,,CDOPAZO,2026-01-15 08:10:41
2026,196,N,,164,P,,GTEVEZ,2026-01-19 08:17:21
2026,161,N,,2549,P,,RMENDEZ,2026-01-16 08:20:45
2026,159,N,,708,P,,RMENDEZ,2026-01-16 08:18:51
2026,198,N,,2377,P,,GTEVEZ,2026-01-19 08:20:26
2026,195,N,,1344,P,,GTEVEZ,2026-01-19 08:15:19
2026,200,N,,2402,P,,GTEVEZ,2026-01-19 08:23:40
2026,197,N,,1477,P,,GTEVEZ,2026-01-19 08:18:22
2026,215,N,,2167,P,,GTEVEZ,2026-01-20 09:07:24
2026,199,N,,2346,P,,GTEVEZ,2026-01-19 08:22:34
2026,217,N,,2483,P,,GTEVEZ,2026-01-20 09:12:42
2026,201,N,,2746,P,,GTEVEZ,2026-01-19 08:24:48
2026,219,N,,3038,P,,GTEVEZ,2026-01-20 09:42:53
2026,216,N,,371,P,,GTEVEZ,2026-01-20 09:10:05
2026,224,N,,910,P,,GTEVEZ,2026-01-20 09:47:16
2026,218,N,,2161,P,,GTEVEZ,2026-01-20 09:41:57
2026,221,N,,2342,P,,GTEVEZ,2026-01-20 09:44:49
2026,220,N,,2626,P,,GTEVEZ,2026-01-20 09:43:49
2026,222,N,,50922,P,,RMENDEZ,2026-01-20 09:46:06
2026,226,N,,827,P,,GTEVEZ,2026-01-20 09:49:34
2026,223,N,,2211,P,,GTEVEZ,2026-01-20 09:46:09
2026,228,A,2026-01-28 00:00:00,2658,P,,GTEVEZ,2026-01-20 09:51:45
2026,225,N,,685,P,,GTEVEZ,2026-01-20 09:48:09
2026,230,N,,2187,P,,GTEVEZ,2026-01-20 09:53:36
2026,227,A,2026-01-28 00:00:00,2633,P,,GTEVEZ,2026-01-20 09:50:39
2026,280,A,2026-01-23 00:00:00,2330,A,,CDOPAZO,2026-01-23 08:17:24
2026,229,N,,2428,P,,GTEVEZ,2026-01-20 09:52:42
2026,331,N,,3452,A,,SLEIVA,2026-01-28 07:56:30
2026,231,N,,163,A,,GTEVEZ,2026-01-20 12:12:43
2026,306,N,,50154,P,,CDOPAZO,2026-01-23 13:12:24
2026,333,N,,2001,A,,SLEIVA,2026-01-28 10:01:44
2026,335,N,,1267,P,,SLEIVA,2026-01-28 10:12:13
2026,332,N,,50553,P,,SLEIVA,2026-01-28 08:00:21
2026,339,N,,2208,A,,SLEIVA,2026-01-28 10:20:16
2026,334,N,,17,A,,SLEIVA,2026-01-28 10:07:23
2026,338,N,,50154,P,,SLEIVA,2026-01-28 10:16:40
2026,341,N,,57,A,,SLEIVA,2026-01-28 10:24:28
2026,340,N,,68,A,,SLEIVA,2026-01-28 10:21:34
2026,528,N,,51096,P,,GTEVEZ,2026-02-12 08:18:00
2026,530,N,,2843,P,,GTEVEZ,2026-02-12 08:32:08
2026,29,N,,50074,P,,RMENDEZ,2026-01-06 11:23:45
2026,532,N,,2869,P,,GTEVEZ,2026-02-12 09:08:11
2026,529,N,,3316,P,,GTEVEZ,2026-02-12 08:31:00
2026,535,N,,2330,P,,GTEVEZ,2026-02-12 09:32:25
2026,531,N,,3218,P,,GTEVEZ,2026-02-12 08:33:49
2026,562,N,,3322,A,,CDOPAZO,2026-02-18 09:47:45
2026,534,N,,2330,A,,GTEVEZ,2026-02-12 09:23:43
2026,567,N,,1514,A,,CDOPAZO,2026-02-18 10:03:16
2026,560,N,,3322,A,,CDOPAZO,2026-02-18 09:42:30
2026,591,N,,50070,P,,SLEIVA,2026-02-19 09:07:49
2026,564,N,,3322,P,,CDOPAZO,2026-02-18 09:51:39
2026,574,N,,51097,P,,CDOPAZO,2026-02-18 13:17:17
2026,568,N,,1514,P,,CDOPAZO,2026-02-18 10:07:03
2026,589,N,,212,A,,SLEIVA,2026-02-19 08:56:37
2026,593,N,,707,P,,SLEIVA,2026-02-19 09:58:54
2026,590,N,,50370,P,,SLEIVA,2026-02-19 08:59:39
2026,598,N,,50008,P,,SLEIVA,2026-02-19 13:16:27
2026,592,N,,2846,A,,SLEIVA,2026-02-19 09:11:41
2026,765,N,,1315,A,,GTEVEZ,2026-03-05 07:54:27
2026,597,N,,51098,P,,SLEIVA,2026-02-19 12:06:10
2026,766,N,,69,A,,GTEVEZ,2026-03-05 07:57:01
2026,768,N,,50072,P,,GTEVEZ,2026-03-05 08:04:07
2026,773,N,,50087,P,,GTEVEZ,2026-03-05 08:30:49
2026,767,N,,441,A,,GTEVEZ,2026-03-05 07:59:16
2026,775,N,,850,A,,GTEVEZ,2026-03-05 08:48:36
2026,769,N,,50410,P,,GTEVEZ,2026-03-05 08:05:06
2026,888,N,,3198,P,,CDOPAZO,2026-03-12 12:28:41
2026,774,N,,708,P,,GTEVEZ,2026-03-05 08:33:37
2026,887,N,,50003,P,,SLEIVA,2026-03-12 12:02:40
2026,781,N,,441,A,,GTEVEZ,2026-03-05 09:41:27
2026,886,N,,50209,P,,SLEIVA,2026-03-12 11:58:08
2026,891,N,,1514,P,,SLEIVA,2026-03-13 07:22:50
2026,890,N,,2421,P,,SLEIVA,2026-03-13 07:21:57
2026,889,A,2026-03-13 00:00:00,1514,P,,SLEIVA,2026-03-13 07:18:20
2026,893,N,,875,P,,SLEIVA,2026-03-13 07:28:01
2026,897,N,,2843,P,,SLEIVA,2026-03-13 07:44:29
2026,892,N,,3296,P,,SLEIVA,2026-03-13 07:25:45
2026,895,N,,2334,P,,SLEIVA,2026-03-13 07:40:29
2026,894,N,,2490,P,,SLEIVA,2026-03-13 07:28:48
2026,899,N,,1936,P,,SLEIVA,2026-03-13 07:48:32
2026,896,N,,3012,P,,SLEIVA,2026-03-13 07:42:48
2026,901,N,,50087,P,,GTEVEZ,2026-03-13 07:53:24
2026,898,N,,2109,P,,SLEIVA,2026-03-13 07:46:29
2026,903,N,,50008,P,,SLEIVA,2026-03-13 08:10:04
2026,900,N,,2549,P,,GTEVEZ,2026-03-13 07:49:49
2026,905,N,,3075,P,,GTEVEZ,2026-03-13 08:39:55
2026,902,N,,50087,P,,GTEVEZ,2026-03-13 07:56:18
2026,908,N,,3419,A,,CDOPAZO,2026-03-13 10:14:06
2026,904,N,,3218,P,,GTEVEZ,2026-03-13 08:35:43
2026,906,N,,1514,P,,GTEVEZ,2026-03-13 09:50:18
2026,910,N,,1809,P,,CDOPAZO,2026-03-13 10:26:55
2026,907,N,,1962,P,,GTEVEZ,2026-03-13 09:52:11
2026,912,N,,50008,P,,SLEIVA,2026-03-13 12:17:27
2026,909,N,,708,P,,CDOPAZO,2026-03-13 10:24:49
2026,915,N,,1995,P,,GTEVEZ,2026-03-16 09:32:05
2026,911,N,,1394,P,,SLEIVA,2026-03-13 11:26:16
2026,913,N,,50066,P,,GTEVEZ,2026-03-16 09:21:40
2026,917,N,,2917,P,,GTEVEZ,2026-03-16 09:39:18
2026,914,N,,50014,P,,GTEVEZ,2026-03-16 09:28:24
2026,919,N,,163,P,,CDOPAZO,2026-03-16 10:16:21
2026,916,N,,163,P,,GTEVEZ,2026-03-16 09:35:48
2026,921,N,,3177,P,,GTEVEZ,2026-03-16 11:02:17
2026,918,N,,2525,P,,GTEVEZ,2026-03-16 09:44:09
2026,923,N,,141,P,,SLEIVA,2026-03-16 12:33:50
2026,920,N,,50023,P,,GTEVEZ,2026-03-16 10:59:53
2026,937,N,,50023,P,,SLEIVA,2026-03-17 12:30:07
2026,922,N,,2482,P,,GTEVEZ,2026-03-16 11:45:40
2026,939,N,,50023,P,,SLEIVA,2026-03-17 12:33:16
2026,924,N,,2538,P,,SLEIVA,2026-03-16 12:35:04
2026,941,N,,50036,P,,SLEIVA,2026-03-17 12:37:32
2026,938,N,,1489,P,,SLEIVA,2026-03-17 12:31:30
2026,943,N,,1603,A,,GTEVEZ,2026-03-18 08:03:23
2026,940,N,,50002,P,,SLEIVA,2026-03-17 12:34:18
2026,945,N,,19,P,,GTEVEZ,2026-03-18 08:11:51
2026,942,N,,708,P,,SLEIVA,2026-03-17 13:11:39
2026,947,N,,50370,P,,GTEVEZ,2026-03-18 08:16:32
2026,944,N,,1603,P,,GTEVEZ,2026-03-18 08:09:29
2026,949,N,,50002,P,,SLEIVA,2026-03-18 08:23:38
2026,946,N,,2525,P,,GTEVEZ,2026-03-18 08:14:23
2026,951,N,,1259,P,,GTEVEZ,2026-03-18 08:42:21
2026,948,A,2026-03-19 00:00:00,50001,P,,SLEIVA,2026-03-18 08:17:11
2026,953,A,2026-03-18 00:00:00,50072,P,,GTEVEZ,2026-03-18 08:47:28
2026,950,N,,50002,P,,SLEIVA,2026-03-18 08:30:18
2026,955,N,,2110,P,,GTEVEZ,2026-03-18 08:49:47
2026,952,N,,1994,A,,GTEVEZ,2026-03-18 08:44:09
2026,957,N,,3563,P,,GTEVEZ,2026-03-18 08:53:21
2026,954,N,,2790,P,,GTEVEZ,2026-03-18 08:48:47
2026,959,N,,3287,P,,GTEVEZ,2026-03-18 08:59:46
2026,956,N,,2208,P,,GTEVEZ,2026-03-18 08:51:01
2026,961,N,,50054,P,,SLEIVA,2026-03-18 09:31:13
2026,958,N,,50031,P,,GTEVEZ,2026-03-18 08:55:26
2026,963,N,,17,P,,CDOPAZO,2026-03-18 10:20:52
2026,960,N,,3287,A,,GTEVEZ,2026-03-18 09:09:36
2026,965,N,,50070,P,,SLEIVA,2026-03-18 10:47:48
2026,962,N,,3445,P,,SLEIVA,2026-03-18 09:37:49
2026,978,N,,2804,P,,SLEIVA,2026-03-19 09:20:22
2026,964,N,,50031,P,,SLEIVA,2026-03-18 10:28:12
2026,967,N,,50023,P,,SLEIVA,2026-03-18 13:17:48
2026,966,N,,413,P,,CDOPAZO,2026-03-18 11:09:14
2026,977,N,,50072,P,,SLEIVA,2026-03-19 09:12:38
2026,980,N,,2403,P,,SLEIVA,2026-03-19 09:23:20
2026,979,N,,3296,P,,SLEIVA,2026-03-19 09:22:25
2026,257,N,,2675,A,,CDOPAZO,2026-01-22 07:57:01
2026,260,N,,1235,A,,CDOPAZO,2026-01-22 08:12:09
2026,309,N,,2330,A,,GTEVEZ,2026-01-26 08:16:38
2026,311,N,,2450,P,,GTEVEZ,2026-01-26 08:20:06
2026,263,N,,3287,A,,CDOPAZO,2026-01-22 08:33:41
2026,310,N,,2804,A,,GTEVEZ,2026-01-26 08:18:29
2026,312,N,,1977,A,,GTEVEZ,2026-01-26 08:25:11
2026,31,N,,454,A,,SLEIVA,2026-01-07 07:52:14
2026,19,N,,2770,A,,SLEIVA,2026-01-05 12:38:22
2026,33,N,,1608,A,,SLEIVA,2026-01-07 07:57:39
2026,30,N,,50031,P,,SLEIVA,2026-01-07 07:46:19
2026,35,N,,50003,P,,SLEIVA,2026-01-07 07:59:50
2026,32,N,,1626,A,,SLEIVA,2026-01-07 07:56:05
2026,37,N,,395,A,,SLEIVA,2026-01-07 08:03:44
2026,34,N,,1002,A,,SLEIVA,2026-01-07 07:58:36
2026,39,N,,3420,A,,SLEIVA,2026-01-07 08:07:33
2026,36,N,,2337,A,,SLEIVA,2026-01-07 08:01:31
2026,41,N,,50053,P,,SLEIVA,2026-01-07 08:29:24
2026,38,N,,557,A,,SLEIVA,2026-01-07 08:06:24
2026,92,N,,3246,A,,CDOPAZO,2026-01-12 11:51:40
2026,40,N,,527,A,,SLEIVA,2026-01-07 08:11:46
2026,90,N,,2883,A,,CDOPAZO,2026-01-12 11:45:41
2026,45,N,,527,A,,SLEIVA,2026-01-07 11:12:48
2026,94,N,,1573,A,,CDOPAZO,2026-01-12 12:57:44
2026,91,N,,87,A,,CDOPAZO,2026-01-12 11:48:19
2026,93,N,,3165,A,,CDOPAZO,2026-01-12 12:36:18
2026,164,N,,3426,P,,SLEIVA,2026-01-16 10:26:14
2026,169,N,,50011,P,,SLEIVA,2026-01-16 10:45:08
2026,163,N,,1736,A,,SLEIVA,2026-01-16 10:25:12
2026,166,N,,3537,A,,SLEIVA,2026-01-16 10:32:51
2026,165,A,2026-01-16 00:00:00,3537,A,,SLEIVA,2026-01-16 10:28:30
2026,167,N,,50011,P,,SLEIVA,2026-01-16 10:43:06
2026,171,N,,50011,P,,SLEIVA,2026-01-16 10:47:01
2026,168,N,,50011,P,,SLEIVA,2026-01-16 10:44:00
2026,173,N,,50011,P,,SLEIVA,2026-01-16 10:48:55
2026,170,N,,50011,P,,SLEIVA,2026-01-16 10:46:07
2026,175,N,,50011,P,,SLEIVA,2026-01-16 10:51:24
2026,172,N,,50011,P,,SLEIVA,2026-01-16 10:48:01
2026,179,N,,50002,P,,SLEIVA,2026-01-16 11:57:28
2026,174,N,,50011,P,,SLEIVA,2026-01-16 10:49:53
2026,177,N,,50012,P,,SLEIVA,2026-01-16 11:52:07
2026,176,N,,50014,P,,SLEIVA,2026-01-16 11:45:20
2026,181,N,,50324,P,,SLEIVA,2026-01-16 12:26:30
2026,178,N,,50283,P,,SLEIVA,2026-01-16 11:53:10
2026,183,N,,50019,P,,SLEIVA,2026-01-16 12:29:44
2026,180,N,,50280,P,,SLEIVA,2026-01-16 12:25:03
2026,185,N,,50448,P,,SLEIVA,2026-01-16 12:37:01
2026,182,N,,50363,P,,SLEIVA,2026-01-16 12:28:07
2026,187,N,,50522,P,,SLEIVA,2026-01-16 12:44:33
2026,184,N,,50020,P,,SLEIVA,2026-01-16 12:34:10
2026,189,N,,50279,P,,SLEIVA,2026-01-16 12:47:57
2026,186,N,,50015,P,,SLEIVA,2026-01-16 12:42:06
2026,191,N,,50543,P,,SLEIVA,2026-01-16 12:51:41
2026,188,N,,50017,P,,SLEIVA,2026-01-16 12:45:28
2026,235,N,,50003,P,,GTEVEZ,2026-01-21 08:31:52
2026,190,N,,50449,P,,SLEIVA,2026-01-16 12:49:44
2026,237,N,,3296,A,,GTEVEZ,2026-01-21 08:34:32
2026,234,N,,50003,P,,GTEVEZ,2026-01-21 08:29:31
2026,239,N,,57,A,,GTEVEZ,2026-01-21 08:39:59
2026,236,N,,2490,A,,GTEVEZ,2026-01-21 08:33:06
2026,242,N,,2969,P,,GTEVEZ,2026-01-21 08:45:46
2026,238,N,,416,P,,GTEVEZ,2026-01-21 08:36:35
2026,244,N,,71,A,,GTEVEZ,2026-01-21 09:17:51
2026,241,N,,1514,A,,GTEVEZ,2026-01-21 08:44:17
2026,246,N,,71,A,,GTEVEZ,2026-01-21 09:28:37
2026,243,N,,879,A,,GTEVEZ,2026-01-21 09:14:20
2026,252,N,,50031,P,,GTEVEZ,2026-01-21 11:57:26
2026,245,N,,71,A,,GTEVEZ,2026-01-21 09:20:54
2026,254,N,,50002,P,,GTEVEZ,2026-01-21 13:21:33
2026,249,N,,50031,P,,GTEVEZ,2026-01-21 09:47:23
2026,277,N,,300,A,,GTEVEZ,2026-01-23 08:03:41
2026,253,N,,50031,P,,GTEVEZ,2026-01-21 13:14:52
2026,275,N,,51044,P,,GTEVEZ,2026-01-23 07:56:35
2026,279,N,,2674,A,,GTEVEZ,2026-01-23 08:13:17
2026,276,N,,2843,P,,GTEVEZ,2026-01-23 07:59:09
2026,282,A,2026-01-23 00:00:00,2330,A,,GTEVEZ,2026-01-23 08:44:05
2026,278,N,,2281,A,,GTEVEZ,2026-01-23 08:07:45
2026,308,N,,708,P,,RMENDEZ,2026-01-26 07:46:38
2026,281,N,,2330,A,,GTEVEZ,2026-01-23 08:37:21
2026,305,N,,2784,A,,GTEVEZ,2026-01-23 12:52:03
2026,314,N,,300,A,,GTEVEZ,2026-01-26 08:34:24
2026,313,N,,2525,A,,GTEVEZ,2026-01-26 08:26:26
2026,364,A,2026-01-30 00:00:00,50031,P,,GTEVEZ,2026-01-29 11:51:08
2026,363,N,,2843,P,,GTEVEZ,2026-01-29 11:48:40
2026,328,N,,50087,P,,RMENDEZ,2026-01-27 09:41:01
2026,359,N,,1977,A,,GTEVEZ,2026-01-29 09:16:42
2026,366,N,,1949,A,,GTEVEZ,2026-01-29 11:55:38
2026,372,N,,5,P,,GTEVEZ,2026-01-29 12:24:07
2026,365,N,,2578,A,,GTEVEZ,2026-01-29 11:54:28
2026,383,N,,50052,P,,RMENDEZ,2026-01-30 09:33:28
2026,367,N,,2498,P,,GTEVEZ,2026-01-29 11:58:22
2026,381,N,,50087,P,,RMENDEZ,2026-01-30 09:18:02
2026,385,N,,230,P,,RMENDEZ,2026-01-30 09:43:51
2026,382,N,,50051,P,,RMENDEZ,2026-01-30 09:30:07
2026,387,N,,50087,P,,RMENDEZ,2026-01-30 10:51:03
2026,384,N,,230,P,,RMENDEZ,2026-01-30 09:43:15
2026,389,N,,50087,P,,RMENDEZ,2026-01-30 10:55:11
2026,386,N,,50087,P,,RMENDEZ,2026-01-30 10:42:45
2026,424,N,,50553,P,,GTEVEZ,2026-02-04 07:53:06
2026,388,N,,50087,P,,RMENDEZ,2026-01-30 10:52:10
2026,426,N,,776,A,,GTEVEZ,2026-02-04 08:01:26
2026,390,N,,50087,P,,RMENDEZ,2026-01-30 10:57:21
2026,428,N,,2228,P,,GTEVEZ,2026-02-04 08:07:19
2026,425,N,,1578,A,,GTEVEZ,2026-02-04 07:56:07
2026,430,N,,2365,A,,GTEVEZ,2026-02-04 08:09:54
2026,427,N,,1825,P,,GTEVEZ,2026-02-04 08:06:19
2026,432,N,,3516,P,,GTEVEZ,2026-02-04 08:20:38
2026,429,N,,3542,A,,GTEVEZ,2026-02-04 08:08:56
2026,434,N,,3033,P,,GTEVEZ,2026-02-04 08:23:28
2026,431,N,,3027,P,,GTEVEZ,2026-02-04 08:18:52
2026,436,N,,3453,P,,GTEVEZ,2026-02-04 08:25:53
2026,433,N,,3492,P,,GTEVEZ,2026-02-04 08:21:44
2026,440,N,,1825,P,,GTEVEZ,2026-02-04 09:02:34
2026,435,N,,2473,P,,GTEVEZ,2026-02-04 08:24:37
2026,438,N,,3228,P,,GTEVEZ,2026-02-04 08:58:58
2026,437,N,,3338,P,,GTEVEZ,2026-02-04 08:27:06
2026,442,N,,3361,P,,GTEVEZ,2026-02-04 09:05:35
2026,439,N,,3440,P,,GTEVEZ,2026-02-04 09:00:50
2026,444,N,,3034,P,,GTEVEZ,2026-02-04 09:07:51
2026,441,N,,1864,P,,GTEVEZ,2026-02-04 09:04:46
2026,446,N,,3438,P,,GTEVEZ,2026-02-04 09:09:43
2026,443,N,,3240,P,,GTEVEZ,2026-02-04 09:06:36
2026,448,N,,3455,P,,GTEVEZ,2026-02-04 09:12:34
2026,445,N,,2704,P,,GTEVEZ,2026-02-04 09:08:49
2026,450,N,,2812,P,,GTEVEZ,2026-02-04 09:14:31
2026,447,N,,3454,P,,GTEVEZ,2026-02-04 09:11:28
2026,452,N,,3226,P,,GTEVEZ,2026-02-04 11:27:18
2026,449,N,,2032,P,,GTEVEZ,2026-02-04 09:13:27
2026,475,N,,3439,P,,GTEVEZ,2026-02-09 09:02:04
2026,451,N,,2337,P,,GTEVEZ,2026-02-04 11:25:24
2026,477,N,,2538,P,,GTEVEZ,2026-02-09 09:06:41
2026,474,N,,2843,P,,GTEVEZ,2026-02-09 09:00:27
2026,476,N,,717,P,,GTEVEZ,2026-02-09 09:03:49
2026,101,N,,1098,A,,SLEIVA,2026-01-13 09:53:06
2026,152,N,,454,A,,SLEIVA,2026-01-16 08:06:47
2026,100,N,,2109,A,,SLEIVA,2026-01-13 09:51:33
2026,154,N,,1586,A,,SLEIVA,2026-01-16 08:11:11
2026,102,N,,3075,A,,SLEIVA,2026-01-13 09:54:58
2026,156,N,,2309,P,,SLEIVA,2026-01-16 08:13:00
2026,153,N,,50070,P,,SLEIVA,2026-01-16 08:09:48
2026,158,N,,2986,P,,SLEIVA,2026-01-16 08:14:42
2026,155,N,,130,A,,SLEIVA,2026-01-16 08:11:53
2026,162,N,,3262,A,,SLEIVA,2026-01-16 08:21:34
2026,157,N,,174,P,,SLEIVA,2026-01-16 08:13:44
2026,393,N,,297,P,,GTEVEZ,2026-02-02 09:18:38
2026,160,N,,1527,A,,SLEIVA,2026-01-16 08:19:29
2026,396,N,,51095,P,,GTEVEZ,2026-02-02 09:58:00
2026,392,N,,1078,A,,GTEVEZ,2026-02-02 09:16:30
2026,468,N,,1514,A,,GTEVEZ,2026-02-06 07:52:16
2026,394,N,,612,A,,GTEVEZ,2026-02-02 09:22:47
2026,470,N,,3296,P,,GTEVEZ,2026-02-06 07:56:13
2026,467,N,,1214,P,,GTEVEZ,2026-02-06 07:51:01
2026,480,N,,195,P,,GTEVEZ,2026-02-09 09:19:56
2026,469,N,,2450,A,,GTEVEZ,2026-02-06 07:54:58
2026,479,N,,44,A,,GTEVEZ,2026-02-09 09:18:47
2026,471,N,,50054,P,,GTEVEZ,2026-02-06 08:09:17
2026,478,N,,688,A,,GTEVEZ,2026-02-09 09:14:12
2026,482,N,,3470,P,,GTEVEZ,2026-02-09 09:47:59
2026,488,N,,50553,P,,SLEIVA,2026-02-10 08:02:42
2026,481,N,,50031,P,,GTEVEZ,2026-02-09 09:21:49
2026,490,N,,3534,P,,SLEIVA,2026-02-10 08:04:03
2026,487,N,,3270,P,,SLEIVA,2026-02-10 08:00:36
2026,495,N,,51021,P,,GTEVEZ,2026-02-11 08:18:08
2026,489,N,,869,P,,SLEIVA,2026-02-10 08:03:23
2026,492,N,,141,A,,SLEIVA,2026-02-10 08:41:35
2026,491,N,,877,A,,SLEIVA,2026-02-10 08:39:20
2026,497,N,,1603,P,,GTEVEZ,2026-02-11 08:37:21
2026,493,N,,141,A,,SLEIVA,2026-02-10 08:44:27
2026,499,N,,2951,A,,GTEVEZ,2026-02-11 08:44:31
2026,496,N,,50072,P,,GTEVEZ,2026-02-11 08:24:17
2026,498,N,,2869,P,,GTEVEZ,2026-02-11 08:42:57
2026,502,N,,50087,P,,RMENDEZ,2026-02-11 08:56:27
2026,504,N,,2595,P,,GTEVEZ,2026-02-11 09:05:57
