EJERCICIO,NUM_PED,ORDEN,INCISO,PAR_PRIN,PAR_PARC,CLASE,TIPO,JURISDICCION,PROGRAMA,ACTIV_PROY,ACTIV_OBRA,CANTIDAD,UNI_MED,DESCRIP_BIE,COSTO_UNI,PED_FECH_EMI,PED_OBSERVACIONES,PED_CODIGO_DEP,PED_COSTO_TOT
2026,459,3,2,1,1,5841,1,1110104000,16,0,0,6,1,POLLO - HAMBURGUESA DE POLLO KG|,13000,2026-01-24 00:00:00, TODO POLLO-  PRESUPUESTO N° 70 (HOGAR DE ANCIANOS ) DESDE EL 21/01/26 AL 28/01/26,HOGANC,535500
2026,461,2,2,1,1,707,15,1110104000,16,0,0,5,3,PASTAS FRESCAS - FIDEOS AL HUEVO N° 3 KG,4000,2026-01-24 00:00:00,SANTA PAULA- PRESUPUESTO N° 0001-00002169 (COCINA) DESDE EL 19/01/26 AL 26/01/26,COC,33000
2026,460,1,3,3,1,2513,1,1110104000,16,0,0,1,176,"CERRAJERIA - COPAS DE LLAVES, ACOND CERRADURA LABORATORIO Y FARMACIA",200000,2026-01-24 00:00:00,LOPEZ LEONARDO- PRESUPUESTO N°  20/01/26 (LABORATORIO- FARMACIA),HOSP,200000
2026,463,1,2,9,1,8265,9999,1110104000,16,0,0,2,0,JABON LIQUIDO - ALA BLANQ CHLO BOOSTER 20 L,78429.31,2026-01-24 00:00:00,Copia de 2026/428 PINAMAR HIGIENE INSTITUCIONAL- PRESPUESTO N° 0016-00002299/2300/2301 (LAVADERO-COCINA),HOSP,1859414.66
2026,922,1,3,6,1,7936,9999,1110108000,29,0,0,1,0,"PRESTACION DE SERVICIOS PROFESIONALES - PRESTACION DE SERVICIOS PROFESIONALES (Genérico) cambio de parrilla,fuejes y rotula,derecha y izquierda del foton municipal,con repuestos de,cremallera completa,precap y extremos,colocacion y mano de obra incluida.",1350000,2026-03-05 00:00:00, PROV. BARRAL LUIS FRANCISCO - PRESUP. N° 02/03/2026 - SEC PRODUCCION- FOTON AF591SL,PROD,1350000
2026,923,1,3,6,1,3455,9999,1110108000,29,0,0,1,0,"IMPRESION DE PUBLICACION - IMPRESION DE PUBLICACION (GENERICO) CERTIFICADOS TALLER TEXTIL,FORMATO A4,FRENTE PAPEL ILUSTRACION 300 GR",52500,2026-03-05 00:00:00, PROV. HISPANOGRAF- SEC PRODUCCION-TALLER TEXTIL,PROD,52500
2026,958,1,3,5,9,2170,9999,1110105000,50,0,0,1,0,"SERVICIO DE LUCES Y  SONIDO - SERVICIO DE LUCES Y  SONIDO (GENERICO)
FINAL FOLKLORE EN LOS BARRIOS
ANFITEATRO 07/03",500000,2026-03-06 00:00:00,SONIDO CD  CLAUDIO OSCAR DIAZ  FINAL FOLKLORE EN LOS BARRIOS  EXPTE 224/26,CULTUR,500000
2026,546,1,2,2,2,2365,9999,1110108000,29,0,0,1,0,CIERRE - CIERRE (GENERICO),24550,2026-02-02 00:00:00,"PROV. ARRIOLA MARIA TERESA - MERCERIA ""EL DEDAL""- SEC PRODUCCION- TALLER TEXTIL",PROD,24550
2026,826,2,2,9,5,3376,9999,1110104000,16,0,0,3,0,COLLARES DE PHILADELFIA - COLLAR DE PHILADELFIA,20760,2026-02-25 00:00:00,SERVIMED- PRESUPUESTO N° 7269/26 R,HOSP,151950
2026,823,1,2,9,2,8297,9999,1110104000,16,0,0,1,0,PIZARRA - PIZARRA  45X60CM,26800,2026-02-25 00:00:00,ALPA- PRESUPUESTO N° 0002-00003880/3881 (DIRECCION- LABORATORIO),HOSP,78549.86
2026,823,2,2,9,2,8298,9999,1110104000,16,0,0,2,0,FIBRON/PIZARRA - FIBRON P/PIZARRAFILGO ROJO Y NEGRO,1100,2026-02-25 00:00:00,ALPA- PRESUPUESTO N° 0002-00003880/3881 (DIRECCION- LABORATORIO),HOSP,78549.86
2026,823,3,2,9,2,6909,9999,1110104000,16,0,0,10,0,PAPEL SEIN BCO. - PAPEL SEIN BCO.60X90XKG,2650,2026-02-25 00:00:00,ALPA- PRESUPUESTO N° 0002-00003880/3881 (DIRECCION- LABORATORIO),HOSP,78549.86
2026,823,4,2,3,4,7336,9999,1110104000,16,0,0,1,0,ROLLO CON PAPEL QUIMICO - ROLLO TERMICO 57X30X10,5349.86,2026-02-25 00:00:00,ALPA- PRESUPUESTO N° 0002-00003880/3881 (DIRECCION- LABORATORIO),HOSP,78549.86
2026,823,5,2,9,9,7044,9999,1110104000,16,0,0,1,0,turrón maní - turrón maní ARCOR X 50 U.,17700,2026-02-25 00:00:00,ALPA- PRESUPUESTO N° 0002-00003880/3881 (DIRECCION- LABORATORIO),HOSP,78549.86
2026,826,1,2,9,5,3606,1,1110104000,16,0,0,3,3,CIRCUITO DE ARM CON TRAMPA DE AGUA,29890,2026-02-25 00:00:00,SERVIMED- PRESUPUESTO N° 7269/26 R,HOSP,151950
2026,828,1,2,9,3,1878,9999,1110104000,16,0,0,4,0,LAMPARA DICROICA - LAMPARA DICROICA,2000,2026-02-25 00:00:00,ELECTRICIDAD EL GALLEGO- PRESUPUESTO N° 54899/54810,TERINT,35900
2026,828,2,2,9,3,12216,9999,1110104000,16,0,0,1,0,LLAVE TERMICA - PARA VENTILADOR MODELO DIMER,27900,2026-02-25 00:00:00,ELECTRICIDAD EL GALLEGO- PRESUPUESTO N° 54899/54810,TERINT,35900
2026,829,1,2,9,6,401,1,1110104000,16,0,0,1,3,CARTUCHO TONER - BROTHER BLACK ORIGINAL,28000,2026-02-25 00:00:00,MARZULLO COMPUTACION- PRESUPUESTO N° 001-00001296 (ENFERMERIA),HOSP,94000
2026,829,2,2,9,6,401,9999,1110104000,16,0,0,3,0,CARTUCHO TONER -  TONER AMARILLO CIAN MAGENTA,22000,2026-02-25 00:00:00,MARZULLO COMPUTACION- PRESUPUESTO N° 001-00001296 (ENFERMERIA),HOSP,94000
2026,830,1,2,5,7,2947,9999,1110104000,17,0,0,3,0,GARRAPATICIDA - ADVOCATE PERRO GRANDE 25 A 40 KG,38000,2026-02-25 00:00:00,AGROVETERINARIA MARZULLO- PRESUPUESTO N° 0001-00001172/1173,BROM,282740
2026,830,2,2,5,7,2948,9999,1110104000,17,0,0,1,0,TRANQUILIZANTE - ACETINIZANTE INY X 50 CC,30140,2026-02-25 00:00:00,AGROVETERINARIA MARZULLO- PRESUPUESTO N° 0001-00001172/1173,BROM,282740
2026,830,3,2,5,7,2937,9999,1110104000,17,0,0,2,0,ANTIBIOTICO - ATB LISTO 100 ML,58100,2026-02-25 00:00:00,AGROVETERINARIA MARZULLO- PRESUPUESTO N° 0001-00001172/1173,BROM,282740
2026,830,4,2,5,7,7670,9999,1110104000,17,0,0,1,0,FORMIDOR GRANULADO - FORMIDOR GRANULADO 500 GR,9500,2026-02-25 00:00:00,AGROVETERINARIA MARZULLO- PRESUPUESTO N° 0001-00001172/1173,BROM,282740
2026,830,5,2,5,4,7654,9999,1110104000,17,0,0,3,0,FONMIDOR - FORMIX GEL HORMIGA 10 GRS,4300,2026-02-25 00:00:00,AGROVETERINARIA MARZULLO- PRESUPUESTO N° 0001-00001172/1173,BROM,282740
2026,831,1,2,5,2,1726,17,1110104000,16,0,0,10000,3,SOLUCIONES - SOLUCIONES - SOLUCION FISIOLOGICA CLORURO DE SODIO 500 ML,1500,2026-02-25 00:00:00,CONCURSO DE PRECIOS 2026-  SOLUCIONES PARA LA FARMACIA DEL HOSPITAL,FARM,38425000
2026,831,2,2,5,2,1726,4,1110104000,16,0,0,4000,3,SOLUCIONES - SOLUCION DEXTROSA 5% SACHET X 500 ML.,1600,2026-02-25 00:00:00,CONCURSO DE PRECIOS 2026-  SOLUCIONES PARA LA FARMACIA DEL HOSPITAL,FARM,38425000
2026,831,3,2,5,2,1726,10,1110104000,16,0,0,1000,3,SOLUCIONES - AGUA P/ IRRIGACION QUIRURGICA SACHET X  1000ml.,2200,2026-02-25 00:00:00,CONCURSO DE PRECIOS 2026-  SOLUCIONES PARA LA FARMACIA DEL HOSPITAL,FARM,38425000
2026,831,4,2,5,2,1726,2,1110104000,16,0,0,500,3,SOLUCIONES - RINGER LACTATO SACHET X 500 ML..,2100,2026-02-25 00:00:00,CONCURSO DE PRECIOS 2026-  SOLUCIONES PARA LA FARMACIA DEL HOSPITAL,FARM,38425000
2026,831,5,2,5,2,8850,9999,1110104000,16,0,0,9500,0,CAJAS SOLUCION FISIOLOGICA X 100 ML - SOLUCION FISIOLOGICA CLORURO DE SODIO X 100 ML,1450,2026-02-25 00:00:00,CONCURSO DE PRECIOS 2026-  SOLUCIONES PARA LA FARMACIA DEL HOSPITAL,FARM,38425000
2026,833,1,2,5,2,1726,17,1110104000,16,0,0,1900,3,SOLUCIONES - SOLUCION FISIOLOGICA CLORURO DE SODIO 500 ML,1484,2026-02-25 00:00:00,QUALIMED- PRESUPUESTO N° 91,FARM,5073395
2026,833,2,2,5,2,8850,9999,1110104000,16,0,0,1300,0,CAJAS SOLUCION FISIOLOGICA X 100 ML - SOLUCION FISIOLOGICA CLORURO DE SODIO X 100 ML,1450,2026-02-25 00:00:00,QUALIMED- PRESUPUESTO N° 91,FARM,5073395
2026,833,3,2,5,2,3486,2,1110104000,16,0,0,105,3,AGUA DESTILADA - AGUA DESTILADA X 500 ML.,1635,2026-02-25 00:00:00,QUALIMED- PRESUPUESTO N° 91,FARM,5073395
2026,833,4,2,5,2,3346,9999,1110104000,16,0,0,40,0,BICARBONATO DE SODIO - BICARBONATO DE SODIO X 100 ML,4928,2026-02-25 00:00:00,QUALIMED- PRESUPUESTO N° 91,FARM,5073395
2026,121,2,2,1,1,5841,4,1110104000,16,0,0,9.2,1,POLLO - PECHUGA KG,11500,2026-01-06 00:00:00,TODO POLLO- PRESUPUESTO N° 67 (COCINA) DESDE EL 28/11/25 AL 5/12/25,COC,363850
2026,124,1,2,1,1,5841,4,1110104000,16,0,0,15.5,1,POLLO - PECHUGA KG,11500,2026-01-06 00:00:00,TODO POLLO- PRESUPUESTO N° 58 (HOGAR DE ANCIANOS) DESDE 5/12/25 AL 31/12/25,HOGANC,279000
2026,124,2,2,1,1,5841,2,1110104000,16,0,0,15.5,0,POLLO - PATA Y MUSLO KG,6500,2026-01-06 00:00:00,TODO POLLO- PRESUPUESTO N° 58 (HOGAR DE ANCIANOS) DESDE 5/12/25 AL 31/12/25,HOGANC,279000
2026,126,1,3,9,9,10829,9999,1110104000,16,0,0,1,0,"Armado de bolsas v/medidas - Armado de bolsas  5 U. 80 X 1.10 X 50  $ 1600
5 U 80X1.10X50 FAE $ 11500
8 U. 45X60X100 VERDES $ 7000
6 U. 60X90X50 ROJAS $10800",187300,2026-01-06 00:00:00,FAE- PRESUPUESTO N° 3397707,HOSP,187300
2026,121,1,2,1,1,5841,2,1110104000,16,0,0,39.7,0,POLLO - PATA Y MUSLO KG,6500,2026-01-06 00:00:00,TODO POLLO- PRESUPUESTO N° 67 (COCINA) DESDE EL 28/11/25 AL 5/12/25,COC,363850
2026,129,1,3,3,9,7558,9999,1110104000,16,0,0,1,0,"CARGA DE GAS EN AIRE ACONDICIONADO - CARGA DE GAS EN AIRE ACONDICIONADO, REVISION DE FUGAS Y LIMPIEZA E CIRCUITO Y LAVADO DE CONDENSADOR",165000,2026-01-06 00:00:00,RICOTTI FRANCO- PRESUPUESTO S/N° 10/12/25 MOVIL DOMINIO: JQS879,HOSP,165000
2026,133,1,3,3,9,7558,9999,1110104000,16,0,0,1,0,CARGA DE GAS EN AIRE ACONDICIONADO - CARGA DE GAS REFRIGERANTE EN AIRE ACONDICIONADO Y REVISION DE FUGAS,133000,2026-01-06 00:00:00,RICOTTI FRANCO- PRESUPUESTO S/N° (MOVIL 5 ),HOSP,133000
2026,136,1,2,1,1,707,6,1110104000,16,0,0,11,3,PASTAS FRESCAS - RAVIOLES X 3 PLANCHAS,3000,2026-01-06 00:00:00,SANTA PAULA- PRESUPUESTO N° 0001-00002161 (COCINA) DESDE EL 23/11/25 AL 30/11/2025,COC,33000
2026,138,1,2,1,1,707,6,1110104000,16,0,0,10,3,PASTAS FRESCAS - RAVIOLES X 3 PLANCHAS,3000,2026-01-06 00:00:00,SANTA PAULA- PRESUPUESTO N° 0001-00002153 (COCINA) DESDE 6/12/2025 AL 13/12/2025,COC,30000
2026,139,1,2,1,1,707,9999,1110104000,16,0,0,2,0,PASTAS FRESCAS - TUBOS EMPANADAS X 5 DOCENAS,6000,2026-01-06 00:00:00,SANTA PAULA- PRESUPUESTO N° 0001-00002155 ( HOGAR DE ANCIANOS) DESDE 9/12/25 AL 16/12/26,HOGANC,18000
2026,139,2,2,1,1,707,7,1110104000,16,0,0,5,3,PASTAS FRESCAS - PASCUALINAS,1200,2026-01-06 00:00:00,SANTA PAULA- PRESUPUESTO N° 0001-00002155 ( HOGAR DE ANCIANOS) DESDE 9/12/25 AL 16/12/26,HOGANC,18000
2026,218,1,3,9,9,5620,9999,1110105000,50,0,0,1,0,"LOCUCION - LOCUCION (Genérico)
CARNAVAL 14, 15 Y 16 DE FEBRERO",350000,2026-01-09 00:00:00,ALEJANDRO MORALES     CARNAVAL,CULTUR,350000
2026,538,1,2,1,1,5841,2,1110104000,16,0,0,11.3,0,POLLO - ALIMENTACION PATA Y MUSLO,8100,2026-01-30 00:00:00,""" TODO POLLO"" Gonzalo A. Bustamante.PRESUPUESTO Nº 71.COCINA HOGAR DE ANCIANOS.SEMANA DEL 19/01/26 AL 26/01/26 .",HOSP,300630
2026,538,2,2,1,1,5841,4,1110104000,16,0,0,9.3,1,POLLO - ALIMENTACION PECHUGA,14500,2026-01-30 00:00:00,""" TODO POLLO"" Gonzalo A. Bustamante.PRESUPUESTO Nº 71.COCINA HOGAR DE ANCIANOS.SEMANA DEL 19/01/26 AL 26/01/26 .",HOSP,300630
2026,538,3,2,1,1,5841,9999,1110104000,16,0,0,5.5,0,POLLO - POLLO (Genérico):HAMBUREGESAS.,13500,2026-01-30 00:00:00,""" TODO POLLO"" Gonzalo A. Bustamante.PRESUPUESTO Nº 71.COCINA HOGAR DE ANCIANOS.SEMANA DEL 19/01/26 AL 26/01/26 .",HOSP,300630
2026,539,1,2,1,1,5841,2,1110104000,16,0,0,84.155,0,POLLO - ALIMENTACION PATA Y MUSLO,8100,2026-01-30 00:00:00,""" TODO POLLÑO"" Gonzalo A. Bustamasnte. PRESUPUESTO Nº 72.COCINA HOSPITAL.SEMAN DEL 19/01/26 AL 26/01/26",HOSP,1132905.5
2026,539,2,2,1,1,5841,9999,1110104000,16,0,0,10,0,POLLO - POLLO (Genérico): HAMBURGUESAS.,12500,2026-01-30 00:00:00,""" TODO POLLÑO"" Gonzalo A. Bustamasnte. PRESUPUESTO Nº 72.COCINA HOSPITAL.SEMAN DEL 19/01/26 AL 26/01/26",HOSP,1132905.5
2026,539,3,2,1,1,5841,4,1110104000,16,0,0,22.5,1,POLLO - ALIMENTACION PECHUGA:,14500,2026-01-30 00:00:00,""" TODO POLLÑO"" Gonzalo A. Bustamasnte. PRESUPUESTO Nº 72.COCINA HOSPITAL.SEMAN DEL 19/01/26 AL 26/01/26",HOSP,1132905.5
2026,970,1,5,1,4,4881,9999,1110104000,16,0,0,1,0,MEDICAMENTOS - MEDICAMENTOS DISPENSADOS DESDE EL 03/12/25 AL 21/02/26,654621.78,2026-03-07 00:00:00,FARMACIA TONANI- PRESUPUESTO S/N° MEDICAMENTOS DISPENSADOS DESDE EL 3/12/25 AL 21/02/26,HOSP,654621.78
2026,1055,1,4,3,8,13395,9999,1110111000,23,0,0,1,0,FORZA - 12-110,263000,2026-03-13 00:00:00,Corresponde presupuesto N° 0000007003- RAMOS E ISIDRO,CAS,263000
2026,1056,1,2,9,6,586,9999,1110111000,23,0,0,1,0,ESPEJO RETROVISOR EXTERIOR - ESPEJO RETROVISOR EXTERIOR MOTONIVELADOR NEW HOLLAND,19560,2026-03-13 00:00:00,Corresponde presupuesto N° 00008078 -00008242 IVAN PER,CAS,133090
2026,1056,2,2,9,6,4009,9999,1110111000,23,0,0,1,0,CABLE P/AUTOMOTOR - CABLE P/AUTOMOTOR 178 FREMEC,11880,2026-03-13 00:00:00,Corresponde presupuesto N° 00008078 -00008242 IVAN PER,CAS,133090
2026,1056,3,2,9,6,3516,9999,1110111000,23,0,0,1,0,AUTOMATICO DE ARRANQUE - 2807 ZM,38800,2026-03-13 00:00:00,Corresponde presupuesto N° 00008078 -00008242 IVAN PER,CAS,133090
2026,1056,4,2,9,3,7984,9999,1110111000,23,0,0,4,0,LAMPARA - 10 W 12 VOL PALA RETRO NEW HOLLAND,900,2026-03-13 00:00:00,Corresponde presupuesto N° 00008078 -00008242 IVAN PER,CAS,133090
2026,1056,5,2,9,3,3791,9999,1110111000,23,0,0,1,0,LLAVE DE PUNTO - LLAVE DE ARRANQUE 60735,9100,2026-03-13 00:00:00,Corresponde presupuesto N° 00008078 -00008242 IVAN PER,CAS,133090
2026,1056,6,2,9,3,3705,9999,1110111000,23,0,0,10,0,FUSIBLE - FUSIBLE FICHA SURTIDOR,150,2026-03-13 00:00:00,Corresponde presupuesto N° 00008078 -00008242 IVAN PER,CAS,133090
2026,1056,7,2,9,3,11370,9999,1110111000,23,0,0,6,0,TERMINAL - TERMINAL KO,200,2026-03-13 00:00:00,Corresponde presupuesto N° 00008078 -00008242 IVAN PER,CAS,133090
2026,1056,8,2,9,3,1506,9999,1110111000,23,0,0,1,0,RELAY - RELAY 24 V NY2144 / NY 3345,15160,2026-03-13 00:00:00,Corresponde presupuesto N° 00008078 -00008242 IVAN PER,CAS,133090
2026,1056,9,2,9,3,1559,9999,1110111000,23,0,0,1,0,FICHA ADAPTADORA - FICHA RELAY 4 PATA ANCHA,2270,2026-03-13 00:00:00,Corresponde presupuesto N° 00008078 -00008242 IVAN PER,CAS,133090
2026,1056,10,2,9,9,7691,9999,1110111000,23,0,0,2,0,"CAÑO, corrugado - 2 MTS",930,2026-03-13 00:00:00,Corresponde presupuesto N° 00008078 -00008242 IVAN PER,CAS,133090
2026,1056,11,2,9,3,1033,9999,1110111000,23,0,0,1,0,CINTA AISLADORA - CINTA AISLADORA (GENERICO),2660,2026-03-13 00:00:00,Corresponde presupuesto N° 00008078 -00008242 IVAN PER,CAS,133090
2026,1056,12,2,9,6,1103,9999,1110111000,23,0,0,1,0,CAJA DE FUSIBLES P/AUTOMOTOR - CAJA DE FUSIBLES P/AUTOMOTOR (GENERICO),2000,2026-03-13 00:00:00,Corresponde presupuesto N° 00008078 -00008242 IVAN PER,CAS,133090
2026,1056,13,2,9,6,988,9999,1110111000,23,0,0,1,0,TERMOSTATO P/AUTOMOTOR - TERMOSTATO P/AUTOMOTOR (GENERICO),19200,2026-03-13 00:00:00,Corresponde presupuesto N° 00008078 -00008242 IVAN PER,CAS,133090
2026,1056,14,2,9,3,1749,9999,1110111000,23,0,0,2,0,FICHA PUENTE - 1004ORO,2150,2026-03-13 00:00:00,Corresponde presupuesto N° 00008078 -00008242 IVAN PER,CAS,133090
2026,465,1,3,3,3,3057,9999,1110104000,16,0,0,1,0,MANTENIMIENTO DE EQUIPOS DE REFRIGERACION - DESINSTALAR EQUIPO EXTERIOR Y UNIDAD INTERIOR PARA LIMPIEZA CON TRABAJO REALIZADO,125000,2026-01-24 00:00:00,REFRIGERACON ADIS- PRESUPUESTO N° 118,HOSP,125000
2026,463,2,2,5,4,7934,9999,1110104000,16,0,0,1,0,DESINFECTANTE EN AEROSOL - SKIP NEUTRALIZING BOOSTER PRO 20 L,135744.39,2026-01-24 00:00:00,Copia de 2026/428 PINAMAR HIGIENE INSTITUCIONAL- PRESPUESTO N° 0016-00002299/2300/2301 (LAVADERO-COCINA),HOSP,1859414.66
2026,463,3,2,9,1,637,20,1110104000,16,0,0,1,3,DETERGENTE - PERACETIC SUTTER 20 KG,215398.83,2026-01-24 00:00:00,Copia de 2026/428 PINAMAR HIGIENE INSTITUCIONAL- PRESPUESTO N° 0016-00002299/2300/2301 (LAVADERO-COCINA),HOSP,1859414.66
2026,463,4,2,9,1,7222,9999,1110104000,16,0,0,1,0,CIF Anti Grasa D Pack - CIF DETERGENTE ACTIVE 5 L,18676.33,2026-01-24 00:00:00,Copia de 2026/428 PINAMAR HIGIENE INSTITUCIONAL- PRESPUESTO N° 0016-00002299/2300/2301 (LAVADERO-COCINA),HOSP,1859414.66
2026,466,1,2,9,6,12717,9999,1110104000,16,0,0,5,0,PLAFON LED - PLAFON LED,14900,2026-01-24 00:00:00,ELECTRICIDAD EL GALLEGO- PRESUPUESTO N° 0001-00054672( INTERNACION),INTER,74500
2026,463,5,2,9,1,7926,1,1110104000,16,0,0,1,0,ARTICULOS DE LIMPIEZA - SKIP ALCALINE BOOSTER 20 L,101501.64,2026-01-24 00:00:00,Copia de 2026/428 PINAMAR HIGIENE INSTITUCIONAL- PRESPUESTO N° 0016-00002299/2300/2301 (LAVADERO-COCINA),HOSP,1859414.66
2026,463,6,2,9,1,637,9999,1110104000,16,0,0,1,0,DETERGENTE - SKIP ENZYMES POWER PRO X 20 L,246886.81,2026-01-24 00:00:00,Copia de 2026/428 PINAMAR HIGIENE INSTITUCIONAL- PRESPUESTO N° 0016-00002299/2300/2301 (LAVADERO-COCINA),HOSP,1859414.66
2026,463,7,2,9,1,4892,9999,1110104000,16,0,0,1,0,ARTICULOS DE LIMPIEZA Y ALMACEN - SF 200 X 5 KG,40660.24,2026-01-24 00:00:00,Copia de 2026/428 PINAMAR HIGIENE INSTITUCIONAL- PRESPUESTO N° 0016-00002299/2300/2301 (LAVADERO-COCINA),HOSP,1859414.66
2026,463,8,2,9,1,8301,9999,1110104000,16,0,0,3,0,PACK ROLLO DE COCINA - ROLLO DE COCINA D24 CM X400X MTS X 2,35330.75,2026-01-24 00:00:00,Copia de 2026/428 PINAMAR HIGIENE INSTITUCIONAL- PRESPUESTO N° 0016-00002299/2300/2301 (LAVADERO-COCINA),HOSP,1859414.66
2026,463,9,2,9,1,8309,9999,1110104000,16,0,0,4,0,DESENGRASANTE LIQUIDO X 5 LITROS - PEROXY 4D 5 L,47086.93,2026-01-24 00:00:00,Copia de 2026/428 PINAMAR HIGIENE INSTITUCIONAL- PRESPUESTO N° 0016-00002299/2300/2301 (LAVADERO-COCINA),HOSP,1859414.66
2026,463,10,2,9,1,7959,9999,1110104000,16,0,0,2,0,TOALLAS DESCARTABLES - TOALLAS MANO FELPÍTA 4X200 MTS,24908.08,2026-01-24 00:00:00,Copia de 2026/428 PINAMAR HIGIENE INSTITUCIONAL- PRESPUESTO N° 0016-00002299/2300/2301 (LAVADERO-COCINA),HOSP,1859414.66
2026,463,11,2,9,1,642,9999,1110104000,16,0,0,1,0,JABON P/LAVAR ROPA - SKIP ALKALINE BOOSTER PRO 20 L,101501.64,2026-01-24 00:00:00,Copia de 2026/428 PINAMAR HIGIENE INSTITUCIONAL- PRESPUESTO N° 0016-00002299/2300/2301 (LAVADERO-COCINA),HOSP,1859414.66
2026,463,12,2,9,1,642,16,1110104000,16,0,0,1,3,JABON P/LAVAR ROPA - SKIP NEUTRALIZING 20 L,135744.39,2026-01-24 00:00:00,Copia de 2026/428 PINAMAR HIGIENE INSTITUCIONAL- PRESPUESTO N° 0016-00002299/2300/2301 (LAVADERO-COCINA),HOSP,1859414.66
2026,463,13,2,9,1,637,9,1110104000,16,0,0,1,3,DETERGENTE - SKIP ENZYMES POWER 20 L,146886.81,2026-01-24 00:00:00,Copia de 2026/428 PINAMAR HIGIENE INSTITUCIONAL- PRESPUESTO N° 0016-00002299/2300/2301 (LAVADERO-COCINA),HOSP,1859414.66
2026,463,14,2,9,1,637,7,1110104000,16,0,0,1,3,DETERGENTE - PERACETICO SUTTER AGRASAN 20 KG,215398.83,2026-01-24 00:00:00,Copia de 2026/428 PINAMAR HIGIENE INSTITUCIONAL- PRESPUESTO N° 0016-00002299/2300/2301 (LAVADERO-COCINA),HOSP,1859414.66
2026,464,1,2,9,1,8265,9999,1110104000,16,0,0,2,0,JABON LIQUIDO - ALA BLANQ CHLO BOOSTER 20 L,78429.31,2026-01-24 00:00:00,PINAMAR HIGIENE INSTITUCIONAL- PRESUPUESTO N° 0016-00002316/2317/2318/2319/2320 (LAVADERO-COCINA- OFICCE MUCAMAS),HOSP,1959414.66
2026,464,2,2,5,4,7934,9999,1110104000,16,0,0,1,0,DESINFECTANTE EN AEROSOL - SKIP NEUTRALIZING BOOSTER PRO 20 L,135744.39,2026-01-24 00:00:00,PINAMAR HIGIENE INSTITUCIONAL- PRESUPUESTO N° 0016-00002316/2317/2318/2319/2320 (LAVADERO-COCINA- OFICCE MUCAMAS),HOSP,1959414.66
2026,464,3,2,9,1,637,20,1110104000,16,0,0,1,3,DETERGENTE - PERACETIC SUTTER 20 KG,215398.83,2026-01-24 00:00:00,PINAMAR HIGIENE INSTITUCIONAL- PRESUPUESTO N° 0016-00002316/2317/2318/2319/2320 (LAVADERO-COCINA- OFICCE MUCAMAS),HOSP,1959414.66
2026,464,4,2,9,1,7222,9999,1110104000,16,0,0,1,0,CIF Anti Grasa D Pack - CIF DETERGENTE ACTIVE 5 L,18676.33,2026-01-24 00:00:00,PINAMAR HIGIENE INSTITUCIONAL- PRESUPUESTO N° 0016-00002316/2317/2318/2319/2320 (LAVADERO-COCINA- OFICCE MUCAMAS),HOSP,1959414.66
2026,464,5,2,9,1,7926,1,1110104000,16,0,0,1,0,ARTICULOS DE LIMPIEZA - SKIP ALCALINE BOOSTER 20 L,101501.64,2026-01-24 00:00:00,PINAMAR HIGIENE INSTITUCIONAL- PRESUPUESTO N° 0016-00002316/2317/2318/2319/2320 (LAVADERO-COCINA- OFICCE MUCAMAS),HOSP,1959414.66
2026,464,6,2,9,1,637,9999,1110104000,16,0,0,1,0,DETERGENTE - SKIP ENZYMES POWER PRO X 20 L,246886.81,2026-01-24 00:00:00,PINAMAR HIGIENE INSTITUCIONAL- PRESUPUESTO N° 0016-00002316/2317/2318/2319/2320 (LAVADERO-COCINA- OFICCE MUCAMAS),HOSP,1959414.66
2026,464,7,2,9,1,4892,9999,1110104000,16,0,0,1,0,ARTICULOS DE LIMPIEZA Y ALMACEN - SF 200 X 5 KG,40660.24,2026-01-24 00:00:00,PINAMAR HIGIENE INSTITUCIONAL- PRESUPUESTO N° 0016-00002316/2317/2318/2319/2320 (LAVADERO-COCINA- OFICCE MUCAMAS),HOSP,1959414.66
2026,464,8,2,9,1,8301,9999,1110104000,16,0,0,3,0,PACK ROLLO DE COCINA - ROLLO DE COCINA D24 CM X400X MTS X 2,35330.75,2026-01-24 00:00:00,PINAMAR HIGIENE INSTITUCIONAL- PRESUPUESTO N° 0016-00002316/2317/2318/2319/2320 (LAVADERO-COCINA- OFICCE MUCAMAS),HOSP,1959414.66
2026,464,9,2,9,1,8309,9999,1110104000,16,0,0,4,0,DESENGRASANTE LIQUIDO X 5 LITROS - PEROXY 4D 5 L,47086.93,2026-01-24 00:00:00,PINAMAR HIGIENE INSTITUCIONAL- PRESUPUESTO N° 0016-00002316/2317/2318/2319/2320 (LAVADERO-COCINA- OFICCE MUCAMAS),HOSP,1959414.66
2026,464,10,2,9,1,7959,9999,1110104000,16,0,0,2,0,TOALLAS DESCARTABLES - TOALLAS MANO FELPÍTA 4X200 MTS,24908.08,2026-01-24 00:00:00,PINAMAR HIGIENE INSTITUCIONAL- PRESUPUESTO N° 0016-00002316/2317/2318/2319/2320 (LAVADERO-COCINA- OFICCE MUCAMAS),HOSP,1959414.66
2026,464,11,2,9,1,642,9999,1110104000,16,0,0,1,0,JABON P/LAVAR ROPA - SKIP ALKALINE BOOSTER PRO 20 L,101501.64,2026-01-24 00:00:00,PINAMAR HIGIENE INSTITUCIONAL- PRESUPUESTO N° 0016-00002316/2317/2318/2319/2320 (LAVADERO-COCINA- OFICCE MUCAMAS),HOSP,1959414.66
